sctid	fsn	lattomidsag	lrselector
362650006	"Submandibular triangle (surface region) (body structure)"	Y	NULL
362651005	"Entire lateral portion of neck (body structure)"	Y	NULL
362652003	"Entire right half of neck (body structure)"	R	NULL
362653008	"Entire left half of neck (body structure)"	L	NULL
362655001	"Entire clavicular region (body structure)"	Y	NULL
362656000	"Entire supraclavicular region of neck (body structure)"	Y	NULL
362657009	"Entire lateral region of trunk (body structure)"	Y	NULL
362658004	"Entire milk line of trunk (body structure)"	Y	NULL
362659007	"Entire anterior axillary line (body structure)"	Y	NULL
362660002	"Entire posterior axillary line (body structure)"	Y	NULL
362663000	"Entire right side of trunk (body structure)"	R	NULL
362664006	"Entire left side of trunk (body structure)"	L	NULL
362673003	"Entire flank (body structure)"	Y	NULL
362677002	"Entire buttock (body structure)"	Y	NULL
362678007	"Entire soft tissues of buttock (body structure)"	Y	NULL
362679004	"Entire gluteal sulcus (body structure)"	Y	NULL
362682009	"Entire right thorax (body structure)"	R	NULL
362683004	"Entire left thorax (body structure)"	L	NULL
362690009	"Entire right crus of diaphragm (body structure)"	R	NULL
362724003	"Entire right inguinal region (body structure)"	R	NULL
362725002	"Entire left inguinal region (body structure)"	L	NULL
362726001	"Entire processus vaginalis peritonei (body structure)"	Y	NULL
362728000	"Entire right upper extremity (body structure)"	R	NULL
362729008	"Entire left upper extremity (body structure)"	L	NULL
362730003	"Entire anterior axillary fold (body structure)"	Y	NULL
362731004	"Entire posterior axillary fold (body structure)"	Y	NULL
362732006	"Entire axillary region (body structure)"	Y	NULL
362734007	"Entire deltoid region (body structure)"	Y	NULL
362735008	"Entire anterior surface of upper arm (body structure)"	Y	NULL
362736009	"Entire posterior surface of upper arm (body structure)"	Y	NULL
362737000	"Lateral surface of upper arm (surface region) (body structure)"	Y	NULL
362738005	"Medial surface of upper arm (surface region) (body structure)"	Y	NULL
362740000	"Entire antecubital region (body structure)"	Y	NULL
362741001	"Entire forearm (body structure)"	Y	NULL
362742008	"Entire posterior surface of forearm (body structure)"	Y	NULL
362743003	"Entire anterior surface of forearm (body structure)"	Y	NULL
362744009	"Lateral margin of forearm (surface region) (body structure)"	Y	NULL
362745005	"Medial margin of forearm (surface region) (body structure)"	Y	NULL
362746006	"Dorsum of hand (surface region) (body structure)"	Y	NULL
362747002	"Palm of hand (surface region) (body structure)"	Y	NULL
362748007	"Thenar region (surface region) (body structure)"	Y	NULL
362749004	"Hypothenar region (surface region) (body structure)"	Y	NULL
362750004	"Dorsal surface of finger (surface region) (body structure)"	Y	NULL
362751000	"Palmar surface of finger (surface region) (body structure)"	Y	NULL
362752007	"Lateral surface of finger (surface region) (body structure)"	Y	NULL
362753002	"Medial surface of finger (surface region) (body structure)"	Y	NULL
362754008	"Entire dorsal surface of thumb (body structure)"	Y	NULL
362755009	"Entire palmar surface of thumb (body structure)"	Y	NULL
362756005	"Lateral surface of thumb (surface region) (body structure)"	Y	NULL
362757001	"Medial surface of thumb (surface region) (body structure)"	Y	NULL
362758006	"Entire index finger (body structure)"	Y	NULL
362759003	"Entire dorsal surface of index finger (body structure)"	Y	NULL
362760008	"Entire palmar surface of index finger (body structure)"	Y	NULL
362761007	"Lateral surface of index finger (surface region) (body structure)"	Y	NULL
362762000	"Medial surface of index finger (surface region) (body structure)"	Y	NULL
362763005	"Entire middle finger (body structure)"	Y	NULL
362764004	"Entire dorsal surface of middle finger (body structure)"	Y	NULL
362765003	"Entire palmar surface of middle finger (body structure)"	Y	NULL
362766002	"Lateral surface of middle finger (surface region) (body structure)"	Y	NULL
362767006	"Medial surface of middle finger (surface region) (body structure)"	Y	NULL
362768001	"Entire ring finger (body structure)"	Y	NULL
362769009	"Entire dorsal surface of ring finger (body structure)"	Y	NULL
362770005	"Entire palmar surface of ring finger (body structure)"	Y	NULL
362771009	"Lateral surface of ring finger (surface region) (body structure)"	Y	NULL
362772002	"Medial surface of ring finger (surface region) (body structure)"	Y	NULL
362773007	"Entire little finger (body structure)"	Y	NULL
362774001	"Entire dorsal surface of little finger (body structure)"	Y	NULL
362775000	"Entire palmar surface of little finger (body structure)"	Y	NULL
362776004	"Lateral surface of little finger (surface region) (body structure)"	Y	NULL
362777008	"Medial surface of little finger (surface region) (body structure)"	Y	NULL
362778003	"Entire interdigital space of hand (body structure)"	Y	NULL
362780009	"Entire anterior surface of lower extremity (body structure)"	Y	NULL
36278009	"Structure of psoas muscle (body structure)"	Y	NULL
362781008	"Entire posterior surface of lower extremity (body structure)"	Y	NULL
362782001	"Entire lateral surface of lower extremity (body structure)"	Y	NULL
362783006	"Entire medial surface of lower extremity (body structure)"	Y	NULL
362784000	"Entire right lower extremity (body structure)"	R	NULL
362785004	"Entire left lower extremity (body structure)"	L	NULL
362786003	"Entire femoral region (body structure)"	Y	NULL
362787007	"Entire anterior surface of thigh (body structure)"	Y	NULL
362788002	"Entire posterior surface of thigh (body structure)"	Y	NULL
362789005	"Entire medial surface of thigh (body structure)"	Y	NULL
362790001	"Entire lateral surface of thigh (body structure)"	Y	NULL
362791002	"Entire popliteal region (body structure)"	Y	NULL
362792009	"Popliteal fossa (surface region) (body structure)"	Y	NULL
362793004	"Entire lower leg, from knee to ankle (body structure)"	Y	NULL
362794005	"Entire anterior surface of lower leg (body structure)"	Y	NULL
362795006	"Entire medial surface of lower leg (body structure)"	Y	NULL
362796007	"Posterior surface of lower leg (calf) (body structure)"	Y	NULL
362797003	"Entire lateral surface of lower leg (body structure)"	Y	NULL
362798008	"Entire anterior tibial compartment (body structure)"	Y	NULL
362799000	"Entire shin (body structure)"	Y	NULL
362801002	"Entire malleolar region (body structure)"	Y	NULL
362802009	"Entire lateral malleolar region (body structure)"	Y	NULL
362803004	"Entire medial malleolar region (body structure)"	Y	NULL
362804005	"Entire heel (body structure)"	Y	NULL
362806007	"Dorsum of foot (surface region) (body structure)"	Y	NULL
362807003	"Sole of foot (surface region) (body structure)"	Y	NULL
362808008	"Lateral border of sole (surface region) (body structure)"	Y	NULL
362809000	"Medial border of sole (surface region) (body structure)"	Y	NULL
362810005	"Entire arch of foot (body structure)"	Y	NULL
362811009	"Entire longitudinal arch of foot (body structure)"	Y	NULL
362812002	"Entire plantar surface of toe (body structure)"	Y	NULL
362813007	"Entire lateral surface of toe (body structure)"	Y	NULL
362814001	"Entire medial surface of toe (body structure)"	Y	NULL
362815000	"Entire plantar surface of great toe (body structure)"	Y	NULL
362816004	"Entire lateral surface of great toe (body structure)"	Y	NULL
362817008	"Entire second toe (body structure)"	Y	NULL
362818003	"Entire plantar surface of second toe (body structure)"	Y	NULL
362819006	"Entire lateral surface of second toe (body structure)"	Y	NULL
362820000	"Entire medial surface of second toe (body structure)"	Y	NULL
362821001	"Entire third toe (body structure)"	Y	NULL
362822008	"Entire plantar surface of third toe (body structure)"	Y	NULL
362824009	"Entire lateral surface of third toe (body structure)"	Y	NULL
362825005	"Entire medial surface of third toe (body structure)"	Y	NULL
362826006	"Entire fourth toe (body structure)"	Y	NULL
362827002	"Entire plantar surface of fourth toe (body structure)"	Y	NULL
362828007	"Entire lateral surface of fourth toe (body structure)"	Y	NULL
362829004	"Entire medial surface of fourth toe (body structure)"	Y	NULL
362830009	"Entire fifth toe (body structure)"	Y	NULL
362831008	"Entire plantar surface of fifth toe (body structure)"	Y	NULL
362832001	"Entire lateral surface of fifth toe (body structure)"	Y	NULL
362833006	"Entire medial surface of fifth toe (body structure)"	Y	NULL
362834000	"Entire interdigital space of foot (body structure)"	Y	NULL
36284007	"Structure of limbus of bony spiral lamina (body structure)"	Y	NULL
362858001	"Entire fourth pharyngeal pouch (body structure)"	Y	NULL
362860004	"Entire cardinal vein (body structure)"	Y	NULL
362862007	"Entire fetal dental lamina (body structure)"	Y	NULL
362863002	"Entire enamel organ (body structure)"	Y	NULL
362864008	"Entire optic vesicle (body structure)"	Y	NULL
362880003	"Entire cerebral cortex (body structure)"	Y	NULL
362881004	"Intercostal nerve structure (body structure)"	Y	NULL
362882006	"Entire inferior nasal turbinate bone (body structure)"	Y	NULL
362887000	"Region of foot (body structure)"	Y	NULL
362888005	"Surface region of hip (body structure)"	Y	NULL
362894002	"Adrenal part (body structure)"	Y	NULL
362896000	"Parathyroid part (body structure)"	Y	NULL
362898004	"Structure of lobe of right lung (body structure)"	R	NULL
362899007	"Structure of lobe of left lung (body structure)"	L	NULL
362900002	"Entire middle lobe of lung (body structure)"	Y	NULL
362901003	"Orbital wall structure (body structure)"	Y	NULL
362903000	"Orbital portion of greater wing of sphenoid bone (body structure)"	Y	NULL
362904006	"Orbital portion of lesser wing of sphenoid bone (body structure)"	Y	NULL
362905007	"Entire left hip joint (body structure)"	L	NULL
362906008	"Entire right hip joint (body structure)"	R	NULL
362907004	"Left hip joint structure (body structure)"	L	NULL
362908009	"Right hip joint structure (body structure)"	R	NULL
362916000	"Skin of eye region (body structure)"	Y	NULL
362917009	"Seminal vesicle part (body structure)"	Y	NULL
362918004	"Vas deferens part (body structure)"	Y	NULL
362919007	"Superior pharyngeal constrictor muscle part (body structure)"	Y	NULL
362920001	"Middle pharyngeal constrictor muscle part (body structure)"	Y	NULL
362921002	"Inferior pharyngeal constrictor muscle part (body structure)"	Y	NULL
362923004	"Masseter muscle part (body structure)"	Y	NULL
362924005	"Orbicularis oris muscle part (body structure)"	Y	NULL
362925006	"Longus colli muscle part (body structure)"	Y	NULL
362926007	"Thyroarytenoid muscle part (body structure)"	Y	NULL
362927003	"Nasalis muscle part (body structure)"	Y	NULL
362928008	"Biceps brachii muscle part (body structure)"	Y	NULL
362929000	"Head of pronator teres muscle (body structure)"	Y	NULL
362930005	"Head of flexor carpi ulnaris muscle (body structure)"	Y	NULL
362931009	"Head of flexor digitorum superficialis muscle (body structure)"	Y	NULL
362932002	"Head of extensor carpi ulnaris muscle (body structure)"	Y	NULL
362934001	"Head of flexor pollicis brevis muscle (body structure)"	Y	NULL
362935000	"Head of adductor pollicis muscle (body structure)"	Y	NULL
362936004	"Entire deep pectoral muscle (body structure)"	Y	NULL
36316002	"Structure of medial clunic nerves (body structure)"	Y	NULL
36330007	"Structure of shaft of phalanx of hand (body structure)"	Y	NULL
36340005	"Subcutaneous tissue structure of hypochondriac region (body structure)"	Y	NULL
363520000	"Medial ligament of ankle joint structure (body structure)"	Y	NULL
363529004	"Structure of layer of kidney (body structure)"	Y	NULL
363530009	"Structure of region of kidney (body structure)"	Y	NULL
363531008	"Structure of pole of kidney (body structure)"	Y	NULL
363532001	"Structure of surface of kidney (body structure)"	Y	NULL
363533006	"Structure of border of kidney (body structure)"	Y	NULL
363534000	"Entire middle pole of kidney (body structure)"	Y	NULL
363536003	"Pulmonary structure including vessels and lymphoid tissue (body structure)"	Y	NULL
363537007	"Structure of extrapulmonary lymph node of lung (body structure)"	Y	NULL
363538002	"Structure of naris (body structure)"	Y	NULL
363539005	"Structure of anterior lamella of upper eyelid (body structure)"	Y	NULL
363540007	"Entire anterior lamella of upper eyelid (body structure)"	Y	NULL
363541006	"Structure of posterior lamella of upper eyelid (body structure)"	Y	NULL
363542004	"Entire posterior lamella of upper eyelid (body structure)"	Y	NULL
363543009	"Structure of anterior lamella of eyelid (body structure)"	Y	NULL
363544003	"Structure of posterior lamella of eyelid (body structure)"	Y	NULL
363545002	"Structure of anterior lamella of lower eyelid (body structure)"	Y	NULL
363546001	"Structure of posterior lamella of lower eyelid (body structure)"	Y	NULL
363547005	"Entire anterior lamella of lower eyelid (body structure)"	Y	NULL
363548000	"Entire posterior lamella of lower eyelid (body structure)"	Y	NULL
363575007	"Venous structure of limb (body structure)"	Y	NULL
363577004	"Structure of vein of hand (body structure)"	Y	NULL
363578009	"Digital vein structure of the hand (body structure)"	Y	NULL
36364006	"Structure of cavernous nerves of penis (body structure)"	Y	NULL
363653001	"Conjunctival and corneal surface structure (body structure)"	Y	NULL
363654007	"Structure of orbit proper (body structure)"	Y	NULL
363655008	"Structure of retrobulbar part of optic nerve (body structure)"	Y	NULL
363656009	"Orbital fat structure (body structure)"	Y	NULL
363657000	"Entire orbit proper (body structure)"	Y	NULL
363667005	"Middle ear and mastoid structure (body structure)"	Y	NULL
